player_id,name,position,team,status,age,exp,dc_rank,room_order,l1_fantasy_points_half,proj_std,proj_half,proj_ppr,p10_half,p90_half,pos_rank_half
00-0039052,Trey Palmer,WR,NO,DEV,25.4,3.0,,9.0,,2.2,2.4,3.1,,,281
00-0041361,Will Pauling,WR,SF,DEV,23.5,0.0,,11.0,,1.9,2.4,3.2,,,282
00-0036497,Tim Jones,WR,JAX,DEV,28.3,5.0,,8.0,2.0,1.6,2.3,2.8,,,283
00-0039650,Bryce Oliver,WR,CLE,DEV,26.3,2.0,,7.0,1.3,1.9,2.3,3.3,,,284
00-0041248,Noah Thomas,WR,CIN,DEV,22.6,0.0,,8.0,,1.9,2.3,2.8,,,285
00-0034272,Marquez Valdes-Scantling,WR,,FA,31.9,8.0,,,25.0,1.8,2.3,2.8,,,286
00-0041185,Vinny Anthony II,WR,ATL,DEV,23.2,0.0,,9.0,,1.9,2.3,2.9,,,287
00-0041376,Gregory Desrosiers,RB,LAC,DEV,25.4,0.0,,7.0,,2.0,2.3,2.5,,,176
00-0041359,Wesley Grimes,WR,SF,DEV,22.5,0.0,,10.0,,2.1,2.3,2.9,,,288
00-0036567,Elijah Mitchell,RB,,FA,28.3,5.0,,,0.0,1.3,2.3,2.4,,,177
00-0035291,Trayveon Williams,RB,,FA,28.9,7.0,,,13.1,2.3,2.3,2.9,,,178
00-0041216,Trebor Pena,WR,JAX,DEV,24.5,0.0,,9.0,,1.8,2.3,2.9,,,289
00-0041241,Kentrel Bullock,RB,CIN,DEV,24.4,0.0,,5.0,,1.9,2.2,2.8,,,179
00-0037509,Sincere McCormick,RB,SF,DEV,26.0,4.0,,6.0,,2.0,2.2,2.5,,,180
00-0041475,Trayvon Rudolph,WR,MIN,DEV,24.3,0.0,,10.0,,1.8,2.2,2.8,,,290
00-0035345,Chris Myarick,TE,LV,ACT,30.9,7.0,,6.0,,1.9,2.2,2.4,,,151
00-0040298,Andrew Armstrong,WR,KC,DEV,25.8,1.0,,10.0,,1.8,2.2,2.6,,,291
00-0040375,Jordan Moore,WR,CIN,DEV,24.4,1.0,,7.0,,1.8,2.2,2.6,,,292
00-0041277,Davon Booth,RB,IND,DEV,24.6,0.0,,5.0,,1.9,2.2,2.7,,,181
00-0035311,Myles Gaskin,RB,,FA,29.5,7.0,,,0.6,2.1,2.2,2.5,,,182
00-0041357,Khalil Dinkins,TE,SF,DEV,24.3,0.0,,5.0,,1.8,2.2,2.6,,,152
00-0041319,Cameron Dorner,WR,NE,DEV,22.6,0.0,,9.0,,1.8,2.2,2.7,,,293
00-0041415,Dean Connors,RB,LA,DEV,23.0,0.0,,5.0,,2.0,2.2,2.7,,,183
00-0040934,Jordan Hudson,WR,DAL,DEV,22.8,0.0,,8.0,,1.8,2.2,2.6,,,294
00-0038998,Jake Haener,QB,NYG,DEV,27.5,3.0,,3.0,,2.2,2.1,2.1,,,108
00-0036906,Khalil Herbert,RB,,FA,28.4,5.0,,,6.1,1.4,2.1,2.5,,,184
00-0041293,Dane Key,WR,DEN,DEV,23.2,0.0,,8.0,,1.6,2.1,2.7,,,295
00-0040498,Dontae Fleming,WR,MIN,RES,24.8,1.0,,7.0,,1.7,2.1,2.5,,,296
00-0040275,JP Richardson,WR,CHI,DEV,24.4,1.0,,9.0,,1.7,2.1,2.4,,,297
00-0038496,Xavier Gipson,WR,PHI,DEV,25.5,3.0,,9.0,1.6,1.2,2.1,2.9,,,298
00-0040558,Isaiah Neyor,WR,GB,DEV,25.2,1.0,,8.0,,1.7,2.1,2.4,,,299
00-0039489,Hayden Rucci,TE,JAX,DEV,25.6,2.0,,5.0,0.0,1.4,2.0,2.5,,,153
00-0038891,Shedrick Jackson,WR,,FA,26.9,3.0,,,13.9,1.6,2.0,2.6,,,300
00-0040361,Stephen Gosnell,WR,BUF,DEV,24.9,1.0,,9.0,,1.7,2.0,2.4,,,301
00-0030035,Adam Thielen,WR,,FA,36.0,13.0,,,30.1,1.3,2.0,2.7,,,302
00-0039652,Jabari Small,RB,DET,DEV,24.6,2.0,,5.0,,1.8,2.0,2.4,,,185
00-0041272,Ja'Mori Maclin,WR,BUF,DEV,24.9,0.0,,10.0,,1.7,2.0,2.4,,,303
00-0040464,DJ Uiagalelei,QB,LAC,DEV,25.4,1.0,,3.0,,2.0,2.0,1.5,,,109
00-0041309,Daniel Sobkowicz,WR,HOU,DEV,24.0,0.0,,11.0,,1.6,2.0,2.5,,,304
00-0040919,Tyren Montgomery,WR,TEN,DEV,25.2,0.0,,8.0,,1.3,1.9,2.0,,,305
00-0041263,Lake McRee,TE,PIT,DEV,24.0,0.0,,5.0,,1.4,1.9,2.5,,,154
00-0041435,Dean Patterson IV,WR,TB,DEV,24.3,0.0,,10.0,,1.5,1.9,2.4,,,306
00-0041195,Jack Velling,TE,ATL,DEV,22.8,0.0,,5.0,,1.5,1.9,2.5,,,155
00-0035045,D.J. Montgomery,WR,IND,RES,29.8,7.0,8.0,8.0,,2.0,1.9,2.9,,,307
00-0036133,James Proche,WR,,FA,29.9,6.0,,,9.5,1.5,1.9,2.1,,,308
00-0041191,Cash Jones,RB,ATL,DEV,26.4,0.0,,5.0,,1.7,1.9,2.2,,,186
00-0040986,Ty Pezza,WR,BAL,DEV,24.0,0.0,,8.0,,1.5,1.9,2.3,,,309
00-0041292,Kolbe Katsis,WR,DEN,DEV,24.7,0.0,,7.0,,1.4,1.8,2.4,,,310
00-0035567,Craig Reynolds,RB,WAS,DEV,30.2,7.0,,5.0,0.4,1.6,1.8,2.6,,,187
00-0038391,Sean Clifford,QB,CIN,DEV,28.1,3.0,,4.0,,1.7,1.8,1.7,,,110
00-0037304,Connor Heyward,RB,LV,ACT,27.6,4.0,,6.0,,1.2,1.8,2.1,,,188
00-0040388,Jakobie Keeney-James,WR,,FA,25.9,1.0,,,2.5,1.5,1.8,2.4,,,311
00-0040618,Max Hurleman,WR,PIT,DEV,24.9,1.0,,9.0,,1.4,1.7,2.2,,,312
00-0041422,Dan Villari,TE,LA,DEV,24.2,0.0,,6.0,,1.3,1.7,2.3,,,156
00-0038181,Lucky Jackson,WR,DET,DEV,29.1,3.0,,8.0,,1.4,1.7,2.1,,,313
00-0040939,Michael Trigg,TE,DAL,DEV,24.2,0.0,,8.0,,1.3,1.7,2.1,,,157
00-0039703,Cody Schrader,RB,DEN,DEV,27.0,2.0,,6.0,,1.4,1.7,2.2,,,189
00-0040419,Garrett Greene,WR,TB,DEV,24.9,1.0,,8.0,,1.4,1.7,2.1,,,314
00-0033282,Curtis Samuel,WR,,FA,30.1,9.0,,,17.6,1.1,1.7,1.6,,,315
00-0031345,Jimmy Garoppolo,QB,,FA,34.8,12.0,,,-1.0,2.8,1.7,1.3,,,111
00-0039329,Julian Hicks,WR,SEA,DEV,26.9,2.0,,10.0,,1.4,1.7,2.0,,,316
00-0039757,Terrell Jennings,RB,,FA,25.7,2.0,,,14.7,1.4,1.7,2.1,,,190
00-0040552,Joshua Simon,TE,WAS,DEV,25.8,1.0,,6.0,,1.4,1.7,2.0,,,158
00-0039023,Joel Wilson,TE,TEN,DEV,26.2,3.0,,6.0,,1.2,1.6,2.0,,,159
00-0037098,Samori Toure,WR,,FA,28.4,4.0,,,0.8,1.3,1.6,1.7,,,317
00-0038740,Jalen Moreno-Cropper,WR,NO,DEV,25.3,3.0,,12.0,0.0,1.2,1.6,1.7,,,318
00-0040099,Xavier Guillory,WR,BAL,DEV,25.1,0.0,,9.0,,1.3,1.6,2.0,,,319
00-0040049,Josh Kelly,WR,HOU,DEV,25.2,1.0,,10.0,,1.4,1.6,2.0,,,320
00-0041016,Patrick Gurd,TE,LV,DEV,24.5,0.0,,7.0,,1.2,1.6,2.0,,,160
00-0035602,Alex Bachman,WR,LA,DEV,30.3,7.0,,8.0,2.2,1.1,1.6,2.3,,,321
00-0041318,Kyle Dixon,WR,NE,DEV,26.0,0.0,,8.0,,1.4,1.6,2.0,,,322
00-0035924,Jonathan Ward,RB,BAL,DEV,28.9,6.0,,5.0,,1.3,1.6,1.8,,,191
00-0040697,Thomas Gordon,TE,DET,DEV,26.0,1.0,,5.0,,1.2,1.5,1.9,,,161
00-0040406,Quentin Skinner,WR,,FA,24.7,1.0,,,3.5,1.1,1.5,1.9,,,323
00-0039386,Bub Means,WR,CLE,DEV,25.6,2.0,,8.0,,1.4,1.5,1.6,,,324
00-0040633,Kyrese Rowan,WR,NO,DEV,25.6,1.0,,11.0,,1.2,1.5,1.8,,,325
00-0031595,Michael Burton,RB,CLE,ACT,34.6,11.0,,5.0,,1.3,1.4,1.0,,,192
00-0036620,Dee Eskridge,WR,,FA,29.4,5.0,,,8.2,1.4,1.4,1.3,,,326
00-0039325,Carson Steele,RB,PHI,DEV,23.9,2.0,,6.0,,1.2,1.4,1.8,,,193
00-0034487,Trent Sherfield,WR,BUF,DEV,30.5,8.0,,8.0,3.6,1.3,1.4,2.0,,,327
00-0039550,Shawn Bowman,TE,ARI,DEV,26.3,2.0,,7.0,,1.1,1.4,1.7,,,162
00-0039843,Qadir Ismail,TE,CHI,DEV,26.5,2.0,,7.0,,1.1,1.4,1.6,,,163
00-0037324,Chris Oladokun,QB,KC,RES,29.0,4.0,,4.0,11.2,1.2,1.4,1.2,,,112
00-0034418,Cedrick Wilson Jr.,WR,,FA,30.8,8.0,,,6.9,1.2,1.3,1.9,,,328
00-0039275,Messiah Swinson,TE,CLE,DEV,26.4,2.0,,5.0,,1.1,1.3,1.8,,,164
00-0041451,Brock Rechsteiner,WR,NO,RES,24.0,0.0,,10.0,,1.1,1.3,1.7,,,329
00-0038658,Adrian Martinez,QB,,FA,26.7,2.0,,,-0.1,1.4,1.3,1.2,,,113
00-0040476,Ulysses Bentley IV,RB,,FA,25.7,1.0,,,0.0,1.1,1.3,1.6,,,194
00-0041384,Evan Svoboda,TE,LAC,DEV,23.4,0.0,,5.0,,1.0,1.3,1.7,,,165
00-0031236,Brandin Cooks,WR,,FA,32.9,12.0,,,39.9,0.1,1.3,2.3,,,330
00-0039263,McCallan Castles,TE,GB,RES,26.7,2.0,,8.0,,1.1,1.3,1.6,,,166
00-0037277,Teagan Quitoriano,TE,ARI,DEV,26.5,4.0,,6.0,0.0,0.9,1.3,1.8,,,167
00-0040331,Patrick Herbert,TE,LAC,DEV,25.9,1.0,,4.0,,1.0,1.3,1.4,,,168
00-0038576,Charlie Jones,WR,NYG,DEV,27.8,3.0,,9.0,6.0,1.2,1.2,1.4,,,331
00-0035140,Mecole Hardman,WR,,FA,28.5,7.0,,,0.0,1.1,1.2,2.0,,,332
00-0037282,James Mitchell,TE,DAL,DEV,27.1,4.0,,6.0,4.3,0.8,1.2,1.9,,,169
00-0038678,Jordan Mims,RB,,FA,27.2,3.0,,,0.0,0.9,1.2,1.4,,,195
00-0041252,Kenny Fletcher Jr.,TE,IND,DEV,22.7,0.0,,7.0,,1.0,1.2,1.5,,,170
00-0039305,Jack Westover,TE,WAS,DEV,27.2,2.0,,5.0,0.5,0.9,1.2,1.6,,,171
00-0038492,Jason Brownlee,WR,,FA,27.6,3.0,,,0.0,0.9,1.2,1.5,,,333
00-0036232,Harrison Bryant,TE,,FA,28.4,6.0,,,1.7,0.9,1.2,1.7,,,172
00-0038458,Owen Wright,RB,,FA,27.5,3.0,,,0.6,1.0,1.2,1.4,,,196
00-0039631,Cam Grandy,TE,MIN,DEV,26.8,2.0,,5.0,1.7,0.7,1.2,1.7,,,173
00-0034386,Justin Watson,WR,,FA,30.4,8.0,,,4.5,0.8,1.2,1.4,,,334
00-0037539,Lucas Krull,TE,DEN,DEV,28.1,4.0,,6.0,2.5,0.7,1.1,1.6,,,174
00-0040504,Bryson Nesbit,TE,MIN,RES,23.9,1.0,,6.0,,1.0,1.1,1.2,,,175
00-0038911,Malik Cunningham,WR,,FA,27.9,3.0,,,0.1,1.0,1.1,1.4,,,335
00-0037340,Zaire Mitchell-Paden,TE,HOU,DEV,27.0,4.0,,6.0,2.7,0.9,1.1,1.5,,,176
00-0041585,Grant Finley,RB,NYG,DEV,23.0,0.0,,6.0,,1.0,1.1,1.2,,,197
00-0037348,Tanner Conner,TE,,FA,28.5,4.0,,,13.6,0.7,1.1,1.4,,,177
00-0033591,Noah Brown,WR,,FA,30.7,9.0,,,10.8,0.7,1.0,1.1,,,336
00-0036741,Jack Stoll,TE,,FA,28.6,5.0,,,13.6,0.5,1.0,1.3,,,178
00-0039521,Xavier Weaver,WR,,FA,25.9,2.0,,,10.2,0.7,1.0,1.3,,,337
00-0034159,Will Dissly,TE,,FA,30.1,8.0,,,15.2,0.2,1.0,0.8,,,179
00-0036727,Adam Prentice,RB,DEN,ACT,29.6,5.0,,5.0,,0.8,1.0,1.2,,,198
00-0035039,Stephen Carlson,TE,CHI,DEV,29.7,7.0,,6.0,,0.6,1.0,1.0,,,180
00-0029892,Kyle Juszczyk,RB,SF,ACT,35.4,13.0,,5.0,,1.1,0.9,1.8,,,199
00-0037306,John FitzPatrick,TE,,FA,26.5,4.0,,,19.2,0.4,0.9,1.5,,,181
00-0036176,Mason Kinsey,WR,,FA,28.0,6.0,,,5.8,0.6,0.9,1.3,,,338
00-0035876,Andre Baccellia,WR,,FA,29.6,5.0,,,1.8,0.8,0.9,1.1,,,339
00-0036527,DJ Turner,WR,,FA,29.6,5.0,,,0.0,0.8,0.9,1.0,,,340
00-0036332,Josiah Deguara,TE,,FA,29.5,6.0,,,9.6,0.7,0.9,1.3,,,182
00-0033439,Pharaoh Brown,TE,IND,DEV,32.3,9.0,,6.0,1.1,0.5,0.8,1.3,,,183
00-0038145,Thomas Odukoya,TE,KC,EXE,29.3,4.0,,6.0,,0.8,0.8,0.9,,,184
00-0037015,Sal Cannella,TE,,FA,29.7,1.0,,,2.1,0.6,0.8,1.0,,,185
00-0036423,Albert Okwuegbunam,TE,LV,DEV,28.4,6.0,,5.0,6.1,0.5,0.8,1.0,,,186
00-0033572,Jamal Agnew,WR,,FA,31.4,9.0,,,0.0,0.6,0.7,0.9,,,341
00-0034959,Andrew Beck,RB,NYJ,ACT,30.3,7.0,,6.0,,0.3,0.7,0.6,,,200
00-0033891,Zay Jones,WR,,FA,31.4,9.0,,,24.3,0.3,0.7,1.3,,,342
00-0032688,Robbie Chosen,WR,,FA,33.3,10.0,,,7.8,0.3,0.7,1.0,,,343
00-0031237,Teddy Bridgewater,QB,,FA,33.8,12.0,,,2.9,1.2,0.7,0.0,,,114
00-0040494,Max Brosmer,QB,MIN,DEV,25.4,1.0,,4.0,4.2,0.7,0.7,0.9,,,115
00-0035956,Giovanni Ricci,TE,,FA,29.9,6.0,,,0.0,0.6,0.6,0.7,,,187
00-0034681,Chase Edmonds,RB,,FA,30.4,8.0,,,0.0,0.6,0.6,0.9,,,201
00-0035628,D'Ernest Johnson,RB,,FA,30.5,7.0,,,2.5,0.6,0.6,0.8,,,202
00-0036569,Gary Brightwell,RB,,FA,28.5,5.0,,,0.0,0.6,0.5,0.7,,,203
00-0022942,Philip Rivers,QB,,FA,44.7,22.0,,,31.7,0.5,0.5,0.3,,,116
00-0038582,Clayton Tune,QB,,FA,27.4,3.0,,,2.0,1.1,0.5,0.0,,,117
00-0039754,Devin Culp,TE,,FA,26.6,2.0,,,7.1,0.4,0.5,0.6,,,188
00-0034867,Malik Turner,WR,,FA,30.6,8.0,,,0.0,0.4,0.5,0.7,,,344
00-0040566,CJ Dippre,TE,TB,DEV,24.3,1.0,,5.0,,0.4,0.5,0.8,,,189
00-0036950,Avery Williams,RB,,FA,28.1,5.0,,,0.0,0.1,0.4,0.5,,,204
00-0031763,DeAndre Carter,WR,,FA,33.4,11.0,,,0.0,0.2,0.4,0.5,,,345
00-0032394,Nick Vannett,TE,BAL,DEV,33.5,10.0,,5.0,,0.2,0.3,0.7,,,190
00-0035639,Parris Campbell,WR,,FA,29.1,7.0,,,0.0,0.2,0.3,0.1,,,346
00-0034928,Steven Sims,WR,,FA,29.4,7.0,,,0.0,0.1,0.3,0.6,,,347
00-0035125,Alec Ingold,RB,LAC,ACT,30.1,7.0,,6.0,,0.2,0.2,0.3,,,205
00-0034054,River Cracraft,WR,,FA,31.8,9.0,,,0.0,0.1,0.2,0.3,,,348
00-0035594,Travis Homer,RB,PIT,DEV,28.1,7.0,,5.0,-0.2,0.0,0.2,1.4,,,206
00-0038614,Scott Matlock,RB,LAC,RES,26.2,3.0,,5.0,,0.1,0.2,0.1,,,207
00-0034955,Brett Rypien,QB,,FA,30.1,7.0,,,0.0,0.0,0.1,0.0,,,118
00-0039458,Brenden Bates,TE,,FA,26.9,2.0,,,6.8,0.0,0.1,0.3,,,191
00-0033455,Anthony Firkser,TE,,FA,31.5,9.0,,,9.3,0.0,0.1,0.2,,,192
00-0038456,Travis Vokolek,TE,,FA,28.2,3.0,,,0.0,0.1,0.1,0.2,,,193
00-0034073,Ross Dwelley,TE,,FA,31.6,8.0,,,1.7,0.0,0.0,0.1,,,194
00-0040964,,RB,KC,RES,,,,6.0,,0.0,0.0,0.0,,,210
00-0024243,Marcedes Lewis,TE,,FA,42.3,20.0,,,0.0,0.0,0.0,0.0,,,198
00-0032434,Brandon Allen,QB,,FA,34.0,10.0,,,0.9,0.0,0.0,0.0,,,119
00-0041004,,WR,LV,RES,,,,12.0,,0.0,0.0,0.0,,,350
00-0040649,Robbie Ouzts,RB,SEA,RES,24.0,1.0,,7.0,0.0,0.0,0.0,0.0,,,208
00-0040702,,TE,DAL,DEV,,,,7.0,,0.0,0.0,0.0,,,196
00-0040937,,RB,NYJ,RES,,,,7.0,,0.0,0.0,0.0,,,209
00-0041374,,WR,LAC,RES,,,,9.0,,0.0,0.0,0.0,,,349
00-0036534,Shane Zylstra,TE,NE,DEV,29.8,5.0,,6.0,3.5,0.0,0.0,0.0,,,197
00-0041577,,TE,NYJ,RES,,,,5.0,,0.0,0.0,0.0,,,195
00-0035726,Jakob Johnson,RB,,FA,31.7,7.0,,,0.0,0.0,0.0,0.0,,,211
00-0037654,Tucker Fisk,TE,,FA,27.6,4.0,,,2.9,0.0,0.0,0.1,,,199
